voyage_id,fixture_display_order,grade_name,display_order
C3EB7BE38EAE8FEB5BE1B1785BA1C0F3,1,VEGOIL,0
8320392EF1FA875C6CE262ED5FF5F9B9,1,NHC,0
7F483D719DC863C851ABC0C0EBACE5A1,1,CPO,0
7F483D719DC863C851ABC0C0EBACE5A1,1,CPKO,1
7F483D719DC863C851ABC0C0EBACE5A1,1,RBDPO,2
7F483D719DC863C851ABC0C0EBACE5A1,1,RPS,3
ABCD2C938DC82BD236B0161F5E88E263,1,Naphtha,0
DC5A242BEB786F485331BB8A1EC49F07,1,CPP,0
A44546578B5C8C85356BF1DC61D04CB5,1,NHC,0
825E984024337E706B6AF43258917849,1,NHC,0
8125EAB23DAB3193AE1A0DBF607F16D8,1,NHC,0
A39C9634A18E888B302BBC323B173751,1,GO,0
3ECCD219F5EDF4E4A570C60002EE887F,1,NHC,0
96883B4932B362427CF257FA24EDE48F,1,NHC,0
9383894D2013C20271EB38EB9C92B5A6,1,CSS,0
2E986EF97ACB037914674C1DC100E00C,1,CPP,0
2E986EF97ACB037914674C1DC100E00C,2,CPP,0
2E986EF97ACB037914674C1DC100E00C,3,,0
9D7D95C7E6B47C0D8B55DD482FB22C5D,1,VEGOIL,0
111EEC6573644F7733195A1855D4DD1E,1,UCO,0
111EEC6573644F7733195A1855D4DD1E,2,PALM OIL,0
111EEC6573644F7733195A1855D4DD1E,3,UCO,0
111EEC6573644F7733195A1855D4DD1E,4,PMF,0
111EEC6573644F7733195A1855D4DD1E,5,PALM OIL,0
30F18B2A6124F71D5F60EB8DE66158E2,1,,0
DAF68A8471F0343C4BA95CBEE6C4BC94,1,CSS,0
2A6D42DD6C64226A7AD1BE7178FA2416,1,NHC,0
D5779913075F68A926D7AC7C826995D3,1,NHC,0
F62CA1E399BA4EEC987259F89946A3D1,1,CHEM,0
00E7F752AE81B34075BA2E6D3A16DDA8,1,NHC,0
FD9B5BD0D52E18D40D8BD01BF4E06E38,1,FO,0
8E0DADEAEF1D39F148FCC839AB867235,1,Ethanol,0
AE215FFF2FEFA4C3579B54CB247A6AE0,1,CSS,0
05ACB575B7EA88889A36A37C621A6375,1,NHC,0
1BEEEE1A5DE0E729F3664909D0C1C786,1,CPP,0
1BEEEE1A5DE0E729F3664909D0C1C786,2,CPP,0
C2ADAB5AFFFDF1D069B550AE9BD567CF,1,FO,0
CF0F627E2475F355A0F50422B734D9EA,1,ULSD,0
94B62430940AC1913BBC4C8C79ABACB2,1,Base Oil,0
42E22DB0C96670250C214515513AADD3,1,Fuel Oil ,0
E92E3E27C061FA116156E604FFB3F684,1,Crude,0
29C96F18E540DBD7FE03511A22193170,1,VEGOIL,0
3A80B69F7A89692F1CF6D54C0497EFCE,1,Gasoline,0
2B7581B587485CB2EDF0E8AB99B004DC,1,NHC,0
6ABF414876633F1F9B37827415C1E2D8,1,CSS,0
F2999E1B1559BAA4EBCCF0ACEAABF675,1,Gasoline,0
39F6E15894289C736DC9300C392BACE4,1,CSS,0
B6BEF932C94BE01707B0C18B4801F0B7,1,CHEM,0
A925442024CA0493AD9D60E92440ECA7,1,CPP,0
08F1B306CB50EAB951D7F585633DDF38,1,CPP,0
1F3253E262D4FEE3C2946442A1A017E1,1,CHEM,0
ED2CF0E8A2AE98136D910F780E54D808,1,Mogas,0
08D8DFBB511F74F3579B277DECB715ED,1,CPP,0
057A149B701862C96FAF242C5B597E74,1,CPO,0
057A149B701862C96FAF242C5B597E74,1,CPKO,2
057A149B701862C96FAF242C5B597E74,1,RBDPS,3
723035CD2B8D3057DED07CF3E078B921,1,CPP,0
2973E51FE5B506EDDAAED2370AA081C5,1,FO,0
9FDEAC2D02034F10F45640AD57B0C55E,1,NHC,0
